Vendor_ID,Vendor_Name,Order_Date,AWB,Vendor_Remittance_ID,Order_Amount,UTR_Number
3409,Lazy Window LLP,2024-01-09,STLC8000190361,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192937,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000190163,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192756,2251,999,
3409,Lazy Window LLP,2024-01-09,412003361831,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192777,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191495,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000188473,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000190556,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191948,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192176,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192691,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192058,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192973,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191745,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192102,2251,999,
3409,Lazy Window LLP,2024-01-09,412003361752,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362663,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191433,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192383,2251,999,
3409,Lazy Window LLP,2024-01-09,14227883278671,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191549,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191619,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000190646,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000189990,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362626,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362976,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193134,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192712,2251,999,
3409,Lazy Window LLP,2024-01-09,SF910456432NIM,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193389,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193094,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192181,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192268,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192682,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000190884,2251,999,
3409,Lazy Window LLP,2024-01-09,412003298845,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000184430,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192152,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362047,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192489,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192620,2251,999,
3409,Lazy Window LLP,2024-01-09,412003361227,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000190801,2251,999,
3409,Lazy Window LLP,2024-01-09,412003361309,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362732,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192721,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193054,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193176,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191825,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192815,2251,999,
3409,Lazy Window LLP,2024-01-09,412003299234,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192373,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191734,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192508,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000167213,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193145,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192738,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191130,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000187522,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191969,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193264,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192263,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192917,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191252,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193026,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193079,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193360,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362890,2251,999,
3409,Lazy Window LLP,2024-01-09,14227883278096,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192296,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192170,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192248,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192667,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191719,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191347,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192969,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193057,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193056,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362875,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000189926,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193304,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362582,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362741,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193759,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362309,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362268,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193624,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193722,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193575,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192525,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193506,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192589,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193612,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000190610,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191810,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000186272,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000191537,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193316,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362679,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000192318,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193949,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193724,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362652,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193865,2251,999,
3409,Lazy Window LLP,2024-01-09,412003361996,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193053,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000194636,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000195136,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000197759,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198156,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000197691,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198154,2251,999,
3409,Lazy Window LLP,2024-01-09,412003363290,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000185261,2251,999,
3409,Lazy Window LLP,2024-01-09,412003364334,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198213,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000197922,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198047,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000196496,2251,999,
3409,Lazy Window LLP,2024-01-09,412003364356,2251,999,
3409,Lazy Window LLP,2024-01-09,412003363715,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000193771,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000195866,2251,999,
3409,Lazy Window LLP,2024-01-09,412003364339,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198869,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198386,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000195859,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000199976,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000199100,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200731,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000194152,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000199980,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201103,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000198210,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200120,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000199545,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200804,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000199578,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200412,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200384,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200303,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200640,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200495,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198282,2251,999,
3409,Lazy Window LLP,2024-01-09,412003364136,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200292,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200672,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200060,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200484,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000194332,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000199974,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000199815,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000197241,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200788,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000199260,2251,999,
3409,Lazy Window LLP,2024-01-09,412003363859,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200975,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000201622,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000199649,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000201447,2251,999,
3409,Lazy Window LLP,2024-01-09,412003364237,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000199473,2251,999,
3409,Lazy Window LLP,2024-01-09,412003362488,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000199972,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200708,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000197312,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200426,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000198794,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000201579,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000194224,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000201886,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000200434,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000201499,2251,999,
3409,Lazy Window LLP,2024-01-09,STLC8000201495,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201121,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200818,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201156,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000187137,2251,999,
3409,Lazy Window LLP,2024-01-10,412003364240,2251,999,
3409,Lazy Window LLP,2024-01-10,412003364211,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000199467,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201521,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200745,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201443,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201684,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000199540,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201598,2251,999,
3409,Lazy Window LLP,2024-01-10,412003362044,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202048,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201964,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200349,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201406,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201185,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201945,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201701,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201548,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202184,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000185973,2251,999,
3409,Lazy Window LLP,2024-01-10,412003364653,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200682,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200993,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201377,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201867,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201241,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202421,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202811,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000196378,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201977,2251,999,
