Vendor_ID,Vendor_Name,Order_Date,AWB,Vendor_Remittance_ID,Order_Amount,UTR_Number
3409,Lazy Window LLP,2024-01-10,STLC8000201510,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201490,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201642,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202079,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200793,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202565,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202099,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000189553,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201468,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202279,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202582,2251,999,
3409,Lazy Window LLP,2024-01-10,412003362270,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202656,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000198416,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201336,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201996,2251,999,
3409,Lazy Window LLP,2024-01-10,412003365233,2251,999,
3409,Lazy Window LLP,2024-01-10,412003364527,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000201564,2251,999,
3409,Lazy Window LLP,2024-01-10,412003365251,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202915,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000203614,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000202782,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000203617,2251,999,
3409,Lazy Window LLP,2024-01-10,STLC8000200843,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000203880,2251,999,
3409,Lazy Window LLP,2024-01-11,412003367431,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000207473,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000207409,2251,899,
3409,Lazy Window LLP,2024-01-11,STLC8000207803,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000206789,2251,999,
3409,Lazy Window LLP,2024-01-11,412003367755,2251,999,
3409,Lazy Window LLP,2024-01-11,412003362724,2251,999,
3409,Lazy Window LLP,2024-01-11,412003367895,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000208035,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000207025,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000204455,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000202301,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000171017,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000206616,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000207871,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000206737,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000204618,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000204841,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000207458,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000208310,2251,999,
3409,Lazy Window LLP,2024-01-11,STLC8000205309,2251,999,
3409,Lazy Window LLP,2024-01-11,412003367948,2251,999,
3107,RS Traders,2024-01-09,STOC9000745960,2253,999,
3107,RS Traders,2024-01-09,SF913013277NIM,2253,999,
3107,RS Traders,2024-01-09,STOC9000745529,2253,999,
3107,RS Traders,2024-01-09,412003363025,2253,999,
3107,RS Traders,2024-01-09,STOC9000744283,2253,999,
3107,RS Traders,2024-01-09,STOC9000745834,2253,899,
3107,RS Traders,2024-01-09,STOC9000745122,2253,899,
3107,RS Traders,2024-01-09,412003362942,2253,899,
3107,RS Traders,2024-01-09,STOC9000742709,2253,899,
3107,RS Traders,2024-01-09,412003362675,2253,899,
3107,RS Traders,2024-01-09,STOC9000745349,2253,899,
3107,RS Traders,2024-01-09,STOC9000741632,2253,899,
3107,RS Traders,2024-01-09,STOC9000746655,2253,899,
3107,RS Traders,2024-01-09,STOC9000743733,2253,899,
3107,RS Traders,2024-01-09,STOC9000746883,2253,899,
3107,RS Traders,2024-01-09,STOC9000746053,2253,899,
3107,RS Traders,2024-01-09,STOC9000745047,2253,899,
3107,RS Traders,2024-01-09,STOC9000746312,2253,899,
3107,RS Traders,2024-01-09,412003363266,2253,899,
3107,RS Traders,2024-01-09,STOC9000745777,2253,899,
3107,RS Traders,2024-01-09,STOC9000746636,2253,899,
3107,RS Traders,2024-01-09,STOC9000746261,2253,899,
3107,RS Traders,2024-01-09,STOC9000744919,2253,899,
3107,RS Traders,2024-01-09,STOC9000745453,2253,899,
3107,RS Traders,2024-01-09,STOC9000744964,2253,899,
3107,RS Traders,2024-01-09,STOC9000746318,2253,899,
3107,RS Traders,2024-01-10,STOC9000744985,2253,899,
3107,RS Traders,2024-01-10,STOC9000746181,2253,899,
3107,RS Traders,2024-01-10,STOC9000746706,2253,899,
3107,RS Traders,2024-01-10,STOC9000741132,2253,899,
3107,RS Traders,2024-01-10,STOC9000735804,2253,899,
3107,RS Traders,2024-01-10,STOC9000747224,2253,899,
3107,RS Traders,2024-01-09,STOC9000746474,2253,899,
3273,KATYANI TRADERS,2024-01-09,STLC8000195767,2254,1299,
3273,KATYANI TRADERS,2024-01-09,80398292951,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293010,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293043,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293146,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293231,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293511,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293555,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293566,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293614,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293640,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293636,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293706,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293732,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293791,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398293964,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398294270,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398294303,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398294362,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398294351,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398294432,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398294465,2254,599,
3273,KATYANI TRADERS,2024-01-09,80398360943,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399083925,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399083914,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399083984,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399084161,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399084334,2254,599,
3273,KATYANI TRADERS,2024-01-10,80399227650,2254,599,
3273,KATYANI TRADERS,2024-01-10,80399227742,2254,599,
3273,KATYANI TRADERS,2024-01-10,80399228011,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399228173,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399228696,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399229131,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399229772,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399229805,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399230041,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399230376,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399230365,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399230520,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399230645,2254,599,
3273,KATYANI TRADERS,2024-01-09,80399230855,2254,599,
3273,KATYANI TRADERS,2024-01-10,80399321310,2254,599,
3380,M K STYLISH,2024-01-09,77882330234,2256,890.1,
3380,M K STYLISH,2024-01-09,SHBC7000146933,2256,939.55,
3380,M K STYLISH,2024-01-09,77882330315,2256,759.05,
3380,M K STYLISH,2024-01-09,77882330444,2256,799,
3380,M K STYLISH,2024-01-09,77882330466,2256,939.55,
3380,M K STYLISH,2024-01-09,77882330525,2256,759.05,
3380,M K STYLISH,2024-01-09,77882330540,2256,759.05,
3380,M K STYLISH,2024-01-09,77882330680,2256,939.55,
3380,M K STYLISH,2024-01-10,SHBC7000147079,2256,999,
3380,M K STYLISH,2024-01-09,77883057394,2256,759.05,
3380,M K STYLISH,2024-01-09,77883057416,2256,799,
3380,M K STYLISH,2024-01-09,77883057486,2256,759.05,
3380,M K STYLISH,2024-01-09,77883057464,2256,799,
3380,M K STYLISH,2024-01-09,77883057490,2256,719.1,
3380,M K STYLISH,2024-01-09,SHBC7000147559,2256,939.55,
3380,M K STYLISH,2024-01-09,77883057630,2256,799,
3380,M K STYLISH,2024-01-09,77883057615,2256,719.1,
3380,M K STYLISH,2024-01-09,77883057641,2256,989,
3380,M K STYLISH,2024-01-09,77883057663,2256,759.05,
3380,M K STYLISH,2024-01-09,77883057696,2256,759.05,
3380,M K STYLISH,2024-01-09,77883057733,2256,799,
3380,M K STYLISH,2024-01-09,77883057755,2256,939.55,
3380,M K STYLISH,2024-01-09,77883057781,2256,989,
3380,M K STYLISH,2024-01-09,77883057840,2256,759.05,
3380,M K STYLISH,2024-01-09,77883057906,2256,759.05,
3380,M K STYLISH,2024-01-09,77883057910,2256,759.05,
3380,M K STYLISH,2024-01-09,77883058046,2256,854.05,
3380,M K STYLISH,2024-01-09,77883058094,2256,759.05,
3380,M K STYLISH,2024-01-09,77883058142,2256,799,
3380,M K STYLISH,2024-01-09,77883058245,2256,759.05,
3380,M K STYLISH,2024-01-09,77883058234,2256,799,
3380,M K STYLISH,2024-01-09,77883058256,2256,719.1,
3380,M K STYLISH,2024-01-09,77883058282,2256,759.05,
3380,M K STYLISH,2024-01-09,77883058352,2256,1598,
3380,M K STYLISH,2024-01-09,77883058363,2256,799,
3380,M K STYLISH,2024-01-09,77883058396,2256,799,
3380,M K STYLISH,2024-01-09,77883058595,2256,719.1,
3380,M K STYLISH,2024-01-09,77883058735,2256,759.05,
3380,M K STYLISH,2024-01-09,77883058820,2256,759.05,
3380,M K STYLISH,2024-01-09,77883058853,2256,799,
3380,M K STYLISH,2024-01-09,77883058912,2256,759.05,
3380,M K STYLISH,2024-01-10,SHBC7000145466,2256,844.55,
3380,M K STYLISH,2024-01-10,77883285841,2256,799,
3380,M K STYLISH,2024-01-10,77883285896,2256,759.05,
3380,M K STYLISH,2024-01-10,77883285933,2256,719.1,
3380,M K STYLISH,2024-01-10,77883285981,2256,799,
3380,M K STYLISH,2024-01-10,77883285992,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286014,2256,799,
3380,M K STYLISH,2024-01-10,77883286025,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286062,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286110,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286154,2256,799,
3380,M K STYLISH,2024-01-10,77883286143,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286165,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286176,2256,799,
3380,M K STYLISH,2024-01-10,77883286191,2256,799,
3380,M K STYLISH,2024-01-10,77883286283,2256,799,
3380,M K STYLISH,2024-01-10,77883286294,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286316,2256,759.05,
3380,M K STYLISH,2024-01-10,77883286320,2256,799,
3380,M K STYLISH,2024-01-10,77883289282,2256,939.55,
3380,M K STYLISH,2024-01-10,77883289271,2256,989,
3380,M K STYLISH,2024-01-11,77883836026,2256,719.1,
3380,M K STYLISH,2024-01-10,77883836041,2256,759.05,
3380,M K STYLISH,2024-01-10,77883836354,2256,759.05,
3380,M K STYLISH,2024-01-10,77883836343,2256,759.05,
3380,M K STYLISH,2024-01-10,77883836450,2256,799,
3380,M K STYLISH,2024-01-10,77883836494,2256,759.05,
3380,M K STYLISH,2024-01-10,77883836586,2256,799,
3380,M K STYLISH,2024-01-10,77883836752,2256,759.05,
3380,M K STYLISH,2024-01-10,77883836881,2256,999,
3380,M K STYLISH,2024-01-11,77884174981,2256,799,
3380,M K STYLISH,2024-01-11,77884175025,2256,799,
3380,M K STYLISH,2024-01-11,77884175106,2256,759.05,
3380,M K STYLISH,2024-01-11,77884175283,2256,759.05,
3565,Meet fashion,2024-01-09,STLC8000196817,2257,999,
3565,Meet fashion,2024-01-09,STLC8000195966,2257,999,
3565,Meet fashion,2024-01-09,STLC8000197847,2257,999,
3624,SARVAH PHARMA,2024-01-09,22679010825565,2260,799,
3624,SARVAH PHARMA,2024-01-09,23645417551095,2260,799,
3624,SARVAH PHARMA,2024-01-09,22679010822345,2260,799,
3624,SARVAH PHARMA,2024-01-09,22679010822334,2260,799,
3624,SARVAH PHARMA,2024-01-09,22679010822275,2260,799,
3624,SARVAH PHARMA,2024-01-09,22679010822264,2260,799,
3624,SARVAH PHARMA,2024-01-10,22679010879966,2260,799,
3624,SARVAH PHARMA,2024-01-09,22679010879756,2260,799,
3675,QUICK SHOP,2024-01-09,STLC8000197008,2265,999,
3506,AASHIRWAD AUTO INDUSTRIES,2024-01-09,22679010870542,2267,999,
3506,AASHIRWAD AUTO INDUSTRIES,2024-01-09,77883293740,2267,999,
