Order_ID,Order_number,User_id,Order_Created_Date,Order_Status,Order_date,Order_Approved_Date,Purchase_Order_Status,Purchase_Order_Created_Date,Purchase_Order_ID,Shipment_Date,AWB,Tracking_Status
5960680,#13515,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540948180,delivered
5960681,#13513,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540948401,delivered
5960682,#13465,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540947141,rto delivered
5960683,#13451,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,81702696736,delivered
5960685,#13443,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540947502,delivered
5960686,#13442,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540946216,rto delivered
5960687,#13397,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540946382,delivered
5960688,#13382,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540946706,delivered
5960689,#13371,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540945343,delivered
5960690,#13343,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,I15975929,delivered
5960692,#13342,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540945892,rto delivered
5960693,#13331,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540945111,delivered
5981144,#LL10011003-C1,7860,2024-06-25,booked,2024-06-25,2024-06-25,booked,26-06-2024,2,2024-07-09,80544277354,delivered
5990710,#LL10011004,7860,2024-06-25,booked,2024-06-25,2024-06-25,booked,26-06-2024,2,2024-07-09,80544277376,delivered
5992201,#LL10011005,7860,2024-06-25,booked,2024-06-25,2024-06-25,booked,26-06-2024,2,2024-07-09,80544277365,delivered
5992652,#LL10011006,7860,2024-06-25,booked,2024-06-25,2024-06-25,booked,26-06-2024,2,2024-07-09,80544277380,delivered
6000656,#21811,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540944083,delivered
6000657,#21785,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540944923,delivered
6000658,#21780,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540942285,delivered
6000659,#21779,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702692573,delivered
6000661,#21766,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540941681,rto delivered
6000662,#21734,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540941865,delivered
6000663,#21666,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,I15975928,rto delivered
6000664,#21654,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540941320,delivered
6000665,#21587,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702691022,delivered
6000666,#21575,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702691416,delivered
6000667,#21563,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,153517340045000,delivered
6000668,#21539,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540941132,rto delivered
6000669,#21534,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702690650,delivered
6000670,#21528,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540940745,delivered
6000671,#21523,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,I15975927,rto delivered
6000672,#21494,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540940922,delivered
6000673,#21436,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540940336,delivered
6000674,#21403,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540940421,delivered
6000676,#21541,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540940546,delivered
6000677,#21378,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540940071,delivered
6000678,#21334,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702687850,delivered
6000679,#21323,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702688130,delivered
6000680,#21300,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702687054,delivered
6000681,#21292,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540939802,delivered
6000682,#21262,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540939964,delivered
6000683,#21252,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540939382,delivered
6000684,#21224,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-09,80544262326,exception
6000685,#21189,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540939566,rto delivered
6000687,#21135,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540939054,delivered
6000688,#21086,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540939161,delivered
6000689,#21052,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540939286,rto delivered
6000690,#21015,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540938844,delivered
6000691,#20975,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540938925,delivered
6000692,#20888,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702685735,delivered
6000693,#20880,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,81702684221,delivered
6000694,#20834,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540938575,rto delivered
6000695,#20810,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540938671,rto delivered
6000696,#20750,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540937676,delivered
6000697,#20725,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540937886,delivered
6000698,#20718,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540938100,rto delivered
6000699,#20670,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540936803,delivered
6000700,#20582,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540937105,delivered
6000702,#20567,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540937444,delivered
6000703,#20498,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540932301,rto delivered
6000704,#20442,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540936442,delivered
6000706,#20605,1197,2024-06-26,booked,2024-06-26,2024-06-26,booked,27-06-2024,3,2024-07-05,80540936641,delivered
6042149,#22414,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-16,80550136380,rto delivered
6042149,#22414,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-16,80550136380,rto delivered
6042149,#22414,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-16,80550136380,rto delivered
6042149,#22414,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-16,80550136380,rto delivered
6042150,#22255,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260134,delivered
6042150,#22255,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260134,delivered
6042150,#22255,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260134,delivered
6042150,#22255,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260134,delivered
6042151,#22251,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260123,delivered
6042151,#22251,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260123,delivered
6042151,#22251,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260123,delivered
6042151,#22251,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260123,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544260145,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544260145,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544260145,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544260145,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260145,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260145,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260145,delivered
6042152,#22404,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260145,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544260112,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544260112,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544260112,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544260112,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260112,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260112,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260112,delivered
6042153,#22374,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260112,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,81707704503,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,81707704503,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,81707704503,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,81707704503,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,81707704503,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,81707704503,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,81707704503,delivered
6042154,#22326,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,81707704503,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544260064,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544260064,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544260064,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544260064,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260064,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260064,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260064,delivered
6042155,#22325,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260064,delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544260075,rto delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544260075,rto delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544260075,rto delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544260075,rto delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260075,rto delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260075,rto delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260075,rto delivered
6042156,#22313,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260075,rto delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,81707704481,delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,81707704481,delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,81707704481,delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,81707704481,delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,81707704481,delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,81707704481,delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,81707704481,delivered
6042157,#22297,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,81707704481,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544260053,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544260053,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544260053,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544260053,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260053,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260053,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260053,delivered
6042158,#22282,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260053,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,81707704470,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,81707704470,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,81707704470,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,81707704470,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,81707704470,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,81707704470,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,81707704470,delivered
6042159,#22281,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,81707704470,delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,153517340049743,rto delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,153517340049743,rto delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,153517340049743,rto delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,153517340049743,rto delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,153517340049743,rto delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,153517340049743,rto delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,153517340049743,rto delivered
6042160,#22277,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,153517340049743,rto delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544260042,delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544260042,delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544260042,delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544260042,delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260042,delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260042,delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260042,delivered
6042161,#22257,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260042,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544260016,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544260016,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544260016,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544260016,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544260016,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544260016,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544260016,delivered
6042162,#22253,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544260016,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544259961,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544259961,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544259961,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544259961,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544259961,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544259961,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544259961,delivered
6042163,#22243,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544259961,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,7,2024-07-09,80544259983,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,9,2024-07-09,80544259983,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,02-07-2024,10,2024-07-09,80544259983,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,04-07-2024,13,2024-07-09,80544259983,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,17,2024-07-09,80544259983,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,23,2024-07-09,80544259983,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,new,05-07-2024,24,2024-07-09,80544259983,delivered
6042165,#22225,1197,2024-06-28,booked,2024-06-28,2024-07-02,so_created,05-07-2024,25,2024-07-09,80544259983,delivered
6042166,#22217,1197,2024-06-28,booked,2024-06-28,2024-06-29,new,02-07-2024,7,2024-07-09,80544250430,rto delivered
6042166,#22217,1197,2024-06-28,booked,2024-06-28,2024-06-29,new,02-07-2024,9,2024-07-09,80544250430,rto delivered
6042166,#22217,1197,2024-06-28,booked,2024-06-28,2024-06-29,new,02-07-2024,10,2024-07-09,80544250430,rto delivered
6042166,#22217,1197,2024-06-28,booked,2024-06-28,2024-06-29,so_created,02-07-2024,11,2024-07-09,80544250430,rto delivered
6101935,#1002,8169,2024-07-01,booked,2024-07-01,2024-07-02,booked,02-07-2024,8,2024-07-23,80555930405,rto delivered
6101936,#1003,8169,2024-07-01,booked,2024-07-01,2024-07-02,booked,02-07-2024,8,2024-07-23,80555930416,delivered
6101937,#1006,8169,2024-07-01,booked,2024-07-01,2024-07-02,booked,02-07-2024,8,2024-07-16,80550137032,delivered
6101938,#1007,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,18,2024-07-15,80549204890,delivered
6101938,#1007,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,20,2024-07-15,80549204890,delivered
6101938,#1007,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,21,2024-07-15,80549204890,delivered
6101938,#1007,8169,2024-07-01,booked,2024-07-01,2024-07-02,so_created,05-07-2024,22,2024-07-15,80549204890,delivered
6101939,#1008,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,18,2024-07-15,80549204864,delivered
6101939,#1008,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,20,2024-07-15,80549204864,delivered
6101939,#1008,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,21,2024-07-15,80549204864,delivered
6101939,#1008,8169,2024-07-01,booked,2024-07-01,2024-07-02,so_created,05-07-2024,22,2024-07-15,80549204864,delivered
6101943,#1011,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,18,2024-07-15,80549204783,delivered
6101943,#1011,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,20,2024-07-15,80549204783,delivered
6101943,#1011,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,21,2024-07-15,80549204783,delivered
6101943,#1011,8169,2024-07-01,booked,2024-07-01,2024-07-02,so_created,05-07-2024,22,2024-07-15,80549204783,delivered
6101944,#1012,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,18,2024-07-15,80549204805,rto delivered
6101944,#1012,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,20,2024-07-15,80549204805,rto delivered
6101944,#1012,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,21,2024-07-15,80549204805,rto delivered
6101944,#1012,8169,2024-07-01,booked,2024-07-01,2024-07-02,so_created,05-07-2024,22,2024-07-15,80549204805,rto delivered
6101945,#1013,8169,2024-07-01,booked,2024-07-01,2024-07-02,booked,02-07-2024,8,2024-07-16,153517340081048,rto delivered
6101946,#1014,8169,2024-07-01,booked,2024-07-01,2024-07-02,booked,02-07-2024,8,2024-07-16,80550137043,rto delivered
6101947,#1015,8169,2024-07-01,booked,2024-07-01,2024-07-02,booked,02-07-2024,8,2024-07-16,80550137065,delivered
6101948,#1016,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,18,2024-07-15,80549204816,rto delivered
6101948,#1016,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,20,2024-07-15,80549204816,rto delivered
6101948,#1016,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,21,2024-07-15,80549204816,rto delivered
6101948,#1016,8169,2024-07-01,booked,2024-07-01,2024-07-02,so_created,05-07-2024,22,2024-07-15,80549204816,rto delivered
6101949,#1017,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,18,2024-07-15,I15976884,rto delivered
6101949,#1017,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,20,2024-07-15,I15976884,rto delivered
6101949,#1017,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,05-07-2024,21,2024-07-15,I15976884,rto delivered
6101949,#1017,8169,2024-07-01,booked,2024-07-01,2024-07-02,so_created,05-07-2024,22,2024-07-15,I15976884,rto delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,08-07-2024,46,2024-07-23,80555929241,delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,08-07-2024,47,2024-07-23,80555929241,delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,10-07-2024,51,2024-07-23,80555929241,delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,10-07-2024,52,2024-07-23,80555929241,delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,10-07-2024,53,2024-07-23,80555929241,delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,19-07-2024,67,2024-07-23,80555929241,delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,22-07-2024,72,2024-07-23,80555929241,delivered
6101950,#1018,8169,2024-07-01,booked,2024-07-01,2024-07-02,new,22-07-2024,73,2024-07-23,80555929241,delivered
