Order_ID,Order_number,User_id,Order_Created_Date,Order_Status,Order_date,Order_Approved_Date,Purchase_Order_Status,Purchase_Order_Created_Date,Purchase_Order_ID,Shipment_Date,AWB,Tracking_Status
5960654,#19790,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540953850,rto delivered
5960655,#19748,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540954152,delivered
5960656,#19566,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540954476,delivered
5960657,#19557,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540953231,delivered
5960658,#19552,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540953441,delivered
5960659,#19500,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540953695,delivered
5960660,#19455,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540952376,delivered
5960661,#19391,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540952715,delivered
5960662,#19349,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540953172,rto delivered
5960663,#19302,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540951584,rto delivered
5960665,#19298,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540951805,rto delivered
5960666,#19274,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540952052,delivered
5960667,#19263,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,81702702060,delivered
5960669,#13588,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540951315,rto delivered
5960670,#13585,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540950136,delivered
5960671,#13571,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540950420,delivered
5960672,#13564,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540950604,delivered
5960673,#13540,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540949661,delivered
5960674,#13538,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,81702700564,delivered
5960676,#13523,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,81702698991,delivered
5960677,#13522,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540948891,delivered
5960678,#13519,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540949333,delivered
5960679,#13517,1197,2024-06-24,booked,2024-06-24,2024-06-24,booked,27-06-2024,3,2024-07-05,80540947723,delivered
